time,1st_sensor,2nd_sensor,3rd_sensor,4th_sensor,recordingID
2021-09-30T10:33:47.126Z,52,30,22,86,2
2021-09-30T10:33:47.835Z,46,28,18,86,2
2021-09-30T10:33:48.346Z,54,30,26,86,2
2021-09-30T10:33:48.756Z,52,28,20,84,2
2021-09-30T10:33:49.372Z,50,26,24,80,2
2021-09-30T10:33:49.789Z,58,28,36,82,2
2021-09-30T10:33:50.393Z,68,42,46,136,2
2021-09-30T10:33:50.803Z,52,40,18,84,2
2021-09-30T10:33:51.416Z,50,38,22,86,2
2021-09-30T10:33:52.045Z,50,32,18,84,2
2021-09-30T10:33:53.057Z,46,30,16,82,2
2021-09-30T10:33:54.076Z,50,28,26,84,2
2021-09-30T10:33:55.101Z,56,26,14,80,2
2021-09-30T10:33:56.124Z,50,30,12,84,2
2021-09-30T10:33:56.738Z,46,28,14,84,2
2021-09-30T10:33:57.162Z,50,26,12,84,2
2021-09-30T10:33:58.375Z,50,28,10,92,2
2021-09-30T10:33:58.794Z,48,78,16,82,2
2021-09-30T10:33:59.398Z,46,24,22,84,2
2021-09-30T10:33:59.808Z,48,28,36,88,2
2021-09-30T10:34:00.422Z,72,26,38,82,2
2021-09-30T10:34:00.831Z,38,28,78,84,2
2021-09-30T10:34:01.446Z,40,30,26,82,2
2021-09-30T10:34:02.059Z,50,32,46,88,2
2021-09-30T10:34:03.086Z,58,28,20,82,2
2021-09-30T10:34:04.106Z,44,46,18,84,2
2021-09-30T10:34:05.028Z,76,24,22,86,2
2021-09-30T10:34:05.648Z,46,28,20,86,2
2021-09-30T10:34:06.255Z,44,30,26,82,2
2021-09-30T10:34:07.278Z,42,46,12,80,2
2021-09-30T10:34:08.302Z,48,24,12,82,2
2021-09-30T10:34:08.916Z,58,28,10,90,2
2021-09-30T10:34:09.326Z,62,26,26,96,2
2021-09-30T10:34:09.952Z,80,34,128,106,2
2021-09-30T10:34:10.360Z,78,26,48,98,2
2021-09-30T10:34:10.963Z,60,32,72,106,2
2021-09-30T10:34:11.379Z,50,20,38,88,2
2021-09-30T10:34:12.497Z,42,32,162,92,2
2021-09-30T10:34:12.909Z,46,28,64,100,2
2021-09-30T10:34:13.525Z,46,28,20,116,2
2021-09-30T10:34:14.033Z,50,26,18,84,2
2021-09-30T10:35:03.982Z,66,22,18,88,2
2021-09-30T10:35:04.492Z,42,28,14,82,2
2021-09-30T10:35:04.995Z,60,34,20,94,2
2021-09-30T10:35:05.610Z,84,26,26,144,2
2021-09-30T10:35:06.122Z,252,24,30,132,2
2021-09-30T10:35:06.634Z,246,28,84,136,2
2021-09-30T10:35:07.144Z,262,26,358,216,2
2021-09-30T10:35:07.666Z,142,90,382,142,2
2021-09-30T10:35:08.170Z,272,434,184,122,2
2021-09-30T10:35:08.686Z,314,326,266,160,2
2021-09-30T10:35:09.191Z,148,686,198,112,2
2021-09-30T10:35:10.217Z,202,130,188,144,2
2021-09-30T10:35:10.828Z,182,1024,422,228,2
2021-09-30T10:35:11.340Z,144,712,144,118,2
2021-09-30T10:35:12.363Z,376,212,342,216,2
2021-09-30T10:35:12.877Z,434,1024,406,148,2
2021-09-30T10:35:13.385Z,216,1022,234,166,2
2021-09-30T10:35:13.898Z,212,216,396,140,2
2021-09-30T10:35:14.512Z,296,1024,214,152,2
2021-09-30T10:35:14.921Z,890,426,356,198,2
2021-09-30T10:35:15.575Z,256,250,494,162,2
2021-09-30T10:35:16.048Z,138,1024,508,140,2
2021-09-30T10:35:16.564Z,70,418,252,112,2
2021-09-30T10:35:17.071Z,74,566,296,108,2
2021-09-30T10:35:18.195Z,90,92,148,110,2
2021-09-30T10:35:19.224Z,82,60,38,104,2
2021-09-30T10:35:19.731Z,74,26,28,98,2
2021-09-30T10:35:20.250Z,62,28,38,86,2
2021-09-30T10:35:21.368Z,60,26,14,84,2
2021-09-30T10:35:21.779Z,62,26,18,86,2
2021-09-30T10:35:22.391Z,78,28,14,78,2
2021-09-30T10:35:22.816Z,58,26,10,94,2
2021-09-30T10:35:23.415Z,50,28,12,100,2
2021-09-30T10:35:24.028Z,58,28,14,94,2
2021-09-30T10:35:25.053Z,44,24,18,92,2
2021-09-30T10:35:25.667Z,252,30,24,132,2
2021-09-30T10:35:26.079Z,262,28,22,182,2
2021-09-30T10:35:26.688Z,152,26,26,184,2
2021-09-30T10:35:27.101Z,212,28,20,138,2
2021-09-30T10:35:28.327Z,220,424,668,156,2
2021-09-30T10:35:28.735Z,346,720,470,200,2
2021-09-30T10:35:29.369Z,232,242,524,202,2
2021-09-30T10:35:29.761Z,130,282,204,138,2
2021-09-30T10:35:30.376Z,368,1024,392,160,2
2021-09-30T10:35:30.783Z,200,346,810,138,2
2021-09-30T10:35:31.396Z,416,148,380,196,2
2021-09-30T10:35:32.010Z,392,376,262,176,2
2021-09-30T10:35:33.033Z,164,378,308,178,2
2021-09-30T10:35:34.072Z,278,354,236,222,2
2021-09-30T10:35:35.081Z,354,160,532,200,2
2021-09-30T10:35:35.693Z,332,460,386,182,2
2021-09-30T10:35:36.103Z,116,610,230,224,2
2021-09-30T10:35:37.131Z,80,246,664,116,2
2021-09-30T10:35:37.744Z,144,380,774,98,2
2021-09-30T10:35:38.150Z,48,824,298,106,2
2021-09-30T10:35:39.377Z,54,204,116,88,2
2021-09-30T10:35:40.405Z,50,46,64,84,2
2021-09-30T10:35:40.811Z,46,36,124,98,2
2021-09-30T10:35:41.427Z,44,26,242,88,2
2021-09-30T10:35:42.037Z,42,28,150,98,2
2021-09-30T10:35:43.062Z,48,34,62,104,2
2021-09-30T10:35:43.985Z,40,28,28,100,2
2021-09-30T10:35:44.597Z,44,26,22,90,2
2021-09-30T10:35:45.017Z,84,28,68,100,2
2021-09-30T10:35:46.234Z,196,22,20,102,2
2021-09-30T10:35:46.644Z,324,26,16,106,2
2021-09-30T10:35:47.259Z,204,26,14,96,2
2021-09-30T10:35:47.776Z,236,84,36,130,2
2021-09-30T10:35:48.284Z,314,26,58,166,2
2021-09-30T10:35:48.899Z,200,54,584,176,2
2021-09-30T10:35:49.321Z,230,336,740,204,2
2021-09-30T10:35:50.431Z,342,412,744,164,2
2021-09-30T10:35:51.458Z,302,392,836,228,2
2021-09-30T10:35:52.068Z,232,414,638,120,2
2021-09-30T10:35:53.092Z,204,664,284,198,2
2021-09-30T10:35:53.605Z,260,1024,508,160,2
2021-09-30T10:35:54.118Z,208,566,516,150,2
2021-09-30T10:35:54.727Z,168,116,480,150,2
2021-09-30T10:35:55.141Z,230,954,256,196,2
2021-09-30T10:35:56.163Z,324,1024,930,164,2
2021-09-30T10:35:56.778Z,292,152,952,148,2
2021-09-30T10:35:57.187Z,90,222,466,164,2
2021-09-30T10:35:57.803Z,80,572,782,170,2
2021-09-30T10:35:58.412Z,78,350,728,104,2
2021-09-30T10:35:59.435Z,46,56,166,130,2
2021-09-30T10:35:59.846Z,54,34,148,116,2
2021-09-30T10:36:00.460Z,56,28,46,92,2
2021-09-30T10:36:01.074Z,50,30,400,100,2
2021-09-30T10:36:02.095Z,38,26,142,102,2
2021-09-30T10:36:03.119Z,42,30,24,98,2
2021-09-30T10:36:04.245Z,50,24,22,88,2
2021-09-30T10:36:04.762Z,54,26,92,106,2
2021-09-30T10:36:05.371Z,44,28,82,84,2
2021-09-30T10:36:05.780Z,42,26,68,82,2
2021-09-30T10:36:06.393Z,36,28,104,84,2
2021-09-30T10:36:06.806Z,48,32,136,86,2
2021-09-30T10:36:07.418Z,218,28,128,84,2
2021-09-30T10:36:08.443Z,254,28,114,86,2
2021-09-30T10:36:09.055Z,162,28,120,84,2
2021-09-30T10:36:10.082Z,252,152,770,106,2
2021-09-30T10:36:11.104Z,350,826,570,162,2
2021-09-30T10:36:12.129Z,322,606,202,232,2
2021-09-30T10:36:12.742Z,196,688,520,132,2
2021-09-30T10:36:13.153Z,310,390,396,114,2
2021-09-30T10:36:14.174Z,180,564,398,212,2
2021-09-30T10:36:14.786Z,120,1024,342,164,2
2021-09-30T10:36:15.401Z,172,624,802,170,2
2021-09-30T10:36:15.813Z,306,1024,134,156,2
2021-09-30T10:36:16.422Z,244,170,222,210,2
2021-09-30T10:36:16.833Z,142,146,638,146,2
2021-09-30T10:36:17.446Z,312,626,1024,212,2
2021-09-30T10:36:18.061Z,274,480,350,164,2
2021-09-30T10:36:19.089Z,222,364,346,162,2
2021-09-30T10:36:20.108Z,96,834,672,216,2
2021-09-30T10:36:21.134Z,52,376,76,192,2
2021-09-30T10:36:22.154Z,52,1024,16,162,2
2021-09-30T10:36:23.178Z,64,54,36,124,2
2021-09-30T10:40:39.219Z,64,30,36,110,2
2021-09-30T10:40:40.236Z,46,28,10,110,2
2021-09-30T10:40:41.261Z,42,30,10,82,2
2021-09-30T10:40:42.386Z,42,30,14,82,2
2021-09-30T10:40:43.001Z,44,28,4,80,2
2021-09-30T10:40:43.512Z,46,28,16,104,2
2021-09-30T10:40:57.122Z,46,28,16,82,2
2021-09-30T10:40:58.248Z,54,38,10,82,2
2021-09-30T10:40:59.277Z,54,40,12,84,2
2021-09-30T10:41:00.297Z,48,40,16,82,2
2021-09-30T10:41:01.216Z,46,30,10,82,2
2021-09-30T10:41:16.363Z,52,30,12,82,2
2021-09-30T10:41:17.387Z,44,32,18,82,2
2021-09-30T10:41:18.305Z,166,32,276,86,2
2021-09-30T10:41:19.535Z,202,34,384,130,2
2021-09-30T10:41:20.560Z,194,50,456,224,2
2021-09-30T10:41:21.580Z,174,832,388,146,2
2021-09-30T10:41:22.094Z,218,232,324,160,2
2021-09-30T10:41:23.221Z,208,494,600,146,2
2021-09-30T10:41:24.245Z,212,328,244,160,2
2021-09-30T10:41:25.267Z,246,218,506,176,2
2021-09-30T10:41:26.288Z,198,794,284,182,2
2021-09-30T10:41:27.415Z,250,404,570,214,2
2021-09-30T10:41:28.447Z,234,714,234,164,2
2021-09-30T10:41:29.464Z,68,372,246,216,2
2021-09-30T10:41:30.592Z,64,594,148,148,2
2021-09-30T10:41:31.098Z,78,358,22,100,2
2021-09-30T10:41:32.137Z,74,70,44,106,2
2021-09-30T10:41:33.143Z,66,36,58,98,2
2021-09-30T10:41:34.271Z,54,28,22,90,2
2021-09-30T10:41:35.293Z,46,32,24,76,2
2021-09-30T10:41:36.324Z,42,20,20,84,2
2021-09-30T10:41:37.341Z,42,26,18,90,2
2021-09-30T10:41:38.370Z,28,30,22,88,2
2021-09-30T10:41:39.390Z,162,22,900,86,2
2021-09-30T10:41:40.010Z,232,28,478,160,2
2021-09-30T10:41:40.409Z,192,30,408,144,2
2021-09-30T10:41:41.024Z,300,30,354,230,2
2021-09-30T10:41:41.637Z,296,526,266,218,2
2021-09-30T10:41:42.047Z,226,546,512,164,2
2021-09-30T10:41:42.661Z,210,882,714,144,2
2021-09-30T10:41:43.071Z,296,432,248,166,2
2021-09-30T10:41:44.299Z,230,808,962,134,2
2021-09-30T10:41:45.324Z,286,408,280,236,2
2021-09-30T10:41:46.347Z,322,434,620,214,2
2021-09-30T10:41:47.474Z,222,772,234,218,2
2021-09-30T10:41:48.499Z,236,260,428,234,2
2021-09-30T10:41:49.518Z,224,482,224,178,2
2021-09-30T10:41:50.131Z,126,184,594,182,2
2021-09-30T10:41:51.156Z,80,34,90,134,2
2021-09-30T10:41:52.182Z,62,28,106,102,2
2021-09-30T10:41:53.204Z,70,48,40,92,2
2021-09-30T10:41:54.230Z,54,14,14,88,2
2021-09-30T10:41:55.246Z,52,30,14,102,2
2021-09-30T10:41:56.476Z,52,24,16,88,2
2021-09-30T10:41:57.500Z,44,26,18,94,2
2021-09-30T10:41:58.121Z,48,30,16,100,2
2021-09-30T10:41:59.040Z,42,24,16,88,2
2021-09-30T10:41:59.652Z,52,30,14,94,2
2021-09-30T10:42:00.273Z,80,32,48,104,2
2021-09-30T10:42:01.286Z,360,786,332,208,2
2021-09-30T10:42:02.317Z,176,134,682,178,2
2021-09-30T10:42:03.334Z,310,904,382,176,2
2021-09-30T10:42:04.357Z,276,496,390,252,2
2021-09-30T10:42:05.398Z,250,1024,756,148,2
2021-09-30T10:42:06.006Z,236,546,624,194,2
2021-09-30T10:42:06.402Z,234,588,416,262,2
2021-09-30T10:42:07.018Z,160,414,406,198,2
2021-09-30T10:42:08.041Z,216,340,300,216,2
2021-09-30T10:42:09.063Z,324,772,748,242,2
2021-09-30T10:42:10.291Z,340,134,324,172,2
2021-09-30T10:42:11.314Z,294,48,422,126,2
2021-09-30T10:42:12.349Z,54,34,146,108,2
2021-09-30T10:42:13.363Z,62,28,76,92,2
2021-09-30T10:42:14.386Z,50,26,36,98,2
2021-09-30T10:42:15.408Z,46,38,20,96,2
2021-09-30T10:42:16.548Z,46,30,16,90,2
2021-09-30T10:42:17.148Z,44,28,24,86,2
2021-09-30T10:42:18.068Z,44,28,18,110,2
2021-09-30T10:42:19.095Z,42,28,18,84,2
2021-09-30T10:42:20.226Z,48,28,14,90,2
2021-09-30T10:42:21.244Z,52,936,86,88,2
2021-09-30T10:42:22.367Z,294,308,334,108,2
2021-09-30T10:42:23.492Z,220,704,868,182,2
2021-09-30T10:42:24.516Z,290,1024,602,188,2
2021-09-30T10:42:25.032Z,184,314,808,254,2
2021-09-30T10:42:25.654Z,262,246,846,160,2
2021-09-30T10:42:26.052Z,338,842,734,128,2
2021-09-30T10:42:27.111Z,232,112,970,182,2
2021-09-30T10:42:28.202Z,238,826,558,192,2
2021-09-30T10:42:29.226Z,308,494,808,192,2
2021-09-30T10:42:30.247Z,238,936,556,214,2
2021-09-30T10:42:30.863Z,282,1006,1024,126,2
2021-09-30T10:42:31.374Z,266,686,310,186,2
2021-09-30T10:42:32.505Z,218,122,862,216,2
2021-09-30T10:42:33.523Z,56,84,82,150,2
2021-09-30T10:42:34.033Z,66,90,26,140,2
