time,1st_sensor,2nd_sensor,3rd_sensor,4th_sensor,recordingID
2021-09-30T10:28:44.931Z,324,280,216,446,1
2021-09-30T10:28:45.584Z,1024,224,288,94,1
2021-09-30T10:28:46.159Z,862,146,140,130,1
2021-09-30T10:28:46.773Z,438,880,320,456,1
2021-09-30T10:28:47.385Z,274,116,250,122,1
2021-09-30T10:28:48.425Z,968,278,272,394,1
2021-09-30T10:28:49.023Z,346,252,140,634,1
2021-09-30T10:28:50.045Z,990,202,250,158,1
2021-09-30T10:28:51.071Z,602,200,102,68,1
2021-09-30T10:28:52.094Z,460,412,74,290,1
2021-09-30T10:28:53.118Z,802,176,224,462,1
2021-09-30T10:28:53.731Z,474,198,268,66,1
2021-09-30T10:28:54.346Z,398,226,180,286,1
2021-09-30T10:28:54.761Z,552,170,92,488,1
2021-09-30T10:28:55.367Z,1024,250,70,364,1
2021-09-30T10:28:55.793Z,434,126,50,50,1
2021-09-30T10:28:56.390Z,192,144,38,26,1
2021-09-30T10:28:56.802Z,142,118,44,40,1
2021-09-30T10:28:57.418Z,72,114,50,28,1
2021-09-30T10:28:58.029Z,28,94,42,30,1
2021-09-30T10:33:30.031Z,72,94,48,40,1
2021-09-30T10:33:31.057Z,16,82,46,26,1
2021-09-30T10:33:31.566Z,6,76,52,30,1
2021-09-30T10:33:32.075Z,22,78,46,28,1
2021-09-30T10:33:32.590Z,14,82,48,24,1
2021-09-30T10:33:33.200Z,16,86,56,28,1
2021-09-30T10:33:33.712Z,26,82,58,32,1
2021-09-30T10:33:34.225Z,16,88,42,28,1
2021-09-30T10:33:34.739Z,12,82,50,42,1
2021-09-30T10:33:35.248Z,24,84,48,28,1
2021-09-30T10:33:36.280Z,30,84,42,28,1
2021-09-30T10:33:37.297Z,44,74,48,26,1
2021-09-30T10:33:37.912Z,22,80,50,28,1
2021-09-30T10:33:38.424Z,38,82,58,30,1
2021-09-30T10:33:39.450Z,28,78,50,28,1
2021-09-30T10:33:39.957Z,24,88,44,30,1
2021-09-30T10:33:40.469Z,22,84,46,28,1
2021-09-30T10:33:40.877Z,26,90,42,26,1
2021-09-30T10:33:41.490Z,30,104,40,68,1
2021-09-30T10:33:41.900Z,18,92,56,28,1
2021-09-30T10:33:42.515Z,68,78,50,32,1
2021-09-30T10:33:42.924Z,24,92,48,26,1
2021-09-30T10:33:43.646Z,30,84,46,28,1
2021-09-30T10:33:44.156Z,14,80,48,30,1
2021-09-30T10:33:44.560Z,20,88,48,26,1
2021-09-30T10:33:45.175Z,40,82,54,28,1
2021-09-30T10:33:46.196Z,26,84,48,24,1
2021-09-30T10:33:46.719Z,14,82,46,28,1
2021-09-30T10:33:47.126Z,22,86,52,30,1
2021-09-30T10:33:47.835Z,18,86,46,28,1
2021-09-30T10:33:48.346Z,26,86,54,30,1
2021-09-30T10:33:48.756Z,20,84,52,28,1
2021-09-30T10:33:49.372Z,24,80,50,26,1
2021-09-30T10:33:49.789Z,36,82,58,28,1
2021-09-30T10:33:50.393Z,46,136,68,42,1
2021-09-30T10:33:50.803Z,18,84,52,40,1
2021-09-30T10:33:51.416Z,22,86,50,38,1
2021-09-30T10:33:52.045Z,18,84,50,32,1
2021-09-30T10:33:53.057Z,16,82,46,30,1
2021-09-30T10:33:54.076Z,26,84,50,28,1
2021-09-30T10:33:55.101Z,14,80,56,26,1
2021-09-30T10:33:56.124Z,12,84,50,30,1
2021-09-30T10:33:56.738Z,14,84,46,28,1
2021-09-30T10:33:57.162Z,12,84,50,26,1
2021-09-30T10:33:58.375Z,10,92,50,28,1
2021-09-30T10:33:58.794Z,16,82,48,78,1
2021-09-30T10:33:59.398Z,22,84,46,24,1
2021-09-30T10:33:59.808Z,36,88,48,28,1
2021-09-30T10:34:00.422Z,38,82,72,26,1
2021-09-30T10:34:00.831Z,78,84,38,28,1
2021-09-30T10:34:01.446Z,26,82,40,30,1
2021-09-30T10:34:02.059Z,46,88,50,32,1
2021-09-30T10:34:03.086Z,20,82,58,28,1
2021-09-30T10:34:04.106Z,18,84,44,46,1
2021-09-30T10:34:05.028Z,22,86,76,24,1
2021-09-30T10:34:05.648Z,20,86,46,28,1
2021-09-30T10:34:06.255Z,26,82,44,30,1
2021-09-30T10:34:07.278Z,12,80,42,46,1
2021-09-30T10:34:08.302Z,12,82,48,24,1
2021-09-30T10:34:08.916Z,10,90,58,28,1
2021-09-30T10:34:09.326Z,26,96,62,26,1
2021-09-30T10:34:09.952Z,128,106,80,34,1
2021-09-30T10:34:10.360Z,48,98,78,26,1
2021-09-30T10:34:10.963Z,72,106,60,32,1
2021-09-30T10:34:11.379Z,38,88,50,20,1
2021-09-30T10:34:12.497Z,162,92,42,32,1
2021-09-30T10:34:12.909Z,64,100,46,28,1
2021-09-30T10:34:13.525Z,20,116,46,28,1
2021-09-30T10:34:14.033Z,18,84,50,26,1
2021-09-30T10:35:03.982Z,18,88,66,22,1
2021-09-30T10:35:04.492Z,14,82,42,28,1
2021-09-30T10:35:04.995Z,20,94,60,34,1
2021-09-30T10:35:05.610Z,26,144,84,26,1
2021-09-30T10:35:06.122Z,30,132,252,24,1
2021-09-30T10:35:06.634Z,84,136,246,28,1
2021-09-30T10:35:07.144Z,358,216,262,26,1
2021-09-30T10:35:07.666Z,382,142,142,90,1
2021-09-30T10:35:08.170Z,184,122,272,434,1
2021-09-30T10:35:08.686Z,266,160,314,326,1
2021-09-30T10:35:09.191Z,198,112,148,686,1
2021-09-30T10:35:10.217Z,188,144,202,130,1
2021-09-30T10:35:10.828Z,422,228,182,1024,1
2021-09-30T10:35:11.340Z,144,118,144,712,1
2021-09-30T10:35:12.363Z,342,216,376,212,1
2021-09-30T10:35:12.877Z,406,148,434,1024,1
2021-09-30T10:35:13.385Z,234,166,216,1022,1
2021-09-30T10:35:13.898Z,396,140,212,216,1
2021-09-30T10:35:14.512Z,214,152,296,1024,1
2021-09-30T10:35:14.921Z,356,198,890,426,1
2021-09-30T10:35:15.575Z,494,162,256,250,1
2021-09-30T10:35:16.048Z,508,140,138,1024,1
2021-09-30T10:35:16.564Z,252,112,70,418,1
2021-09-30T10:35:17.071Z,296,108,74,566,1
2021-09-30T10:35:18.195Z,148,110,90,92,1
2021-09-30T10:35:19.224Z,38,104,82,60,1
2021-09-30T10:35:19.731Z,28,98,74,26,1
2021-09-30T10:35:20.250Z,38,86,62,28,1
2021-09-30T10:35:21.368Z,14,84,60,26,1
2021-09-30T10:35:21.779Z,18,86,62,26,1
2021-09-30T10:35:22.391Z,14,78,78,28,1
2021-09-30T10:35:22.816Z,10,94,58,26,1
2021-09-30T10:35:23.415Z,12,100,50,28,1
2021-09-30T10:35:24.028Z,14,94,58,28,1
2021-09-30T10:35:25.053Z,18,92,44,24,1
2021-09-30T10:35:25.667Z,24,132,252,30,1
2021-09-30T10:35:26.079Z,22,182,262,28,1
2021-09-30T10:35:26.688Z,26,184,152,26,1
2021-09-30T10:35:27.101Z,20,138,212,28,1
2021-09-30T10:35:28.327Z,668,156,220,424,1
2021-09-30T10:35:28.735Z,470,200,346,720,1
2021-09-30T10:35:29.369Z,524,202,232,242,1
2021-09-30T10:35:29.761Z,204,138,130,282,1
2021-09-30T10:35:30.376Z,392,160,368,1024,1
2021-09-30T10:35:30.783Z,810,138,200,346,1
2021-09-30T10:35:31.396Z,380,196,416,148,1
2021-09-30T10:35:32.010Z,262,176,392,376,1
2021-09-30T10:35:33.033Z,308,178,164,378,1
2021-09-30T10:35:34.072Z,236,222,278,354,1
2021-09-30T10:35:35.081Z,532,200,354,160,1
2021-09-30T10:35:35.693Z,386,182,332,460,1
2021-09-30T10:35:36.103Z,230,224,116,610,1
2021-09-30T10:35:37.131Z,664,116,80,246,1
2021-09-30T10:35:37.744Z,774,98,144,380,1
2021-09-30T10:35:38.150Z,298,106,48,824,1
2021-09-30T10:35:39.377Z,116,88,54,204,1
2021-09-30T10:35:40.405Z,64,84,50,46,1
2021-09-30T10:35:40.811Z,124,98,46,36,1
2021-09-30T10:35:41.427Z,242,88,44,26,1
2021-09-30T10:35:42.037Z,150,98,42,28,1
2021-09-30T10:35:43.062Z,62,104,48,34,1
2021-09-30T10:35:43.985Z,28,100,40,28,1
2021-09-30T10:35:44.597Z,22,90,44,26,1
2021-09-30T10:35:45.017Z,68,100,84,28,1
2021-09-30T10:35:46.234Z,20,102,196,22,1
2021-09-30T10:35:46.644Z,16,106,324,26,1
2021-09-30T10:35:47.259Z,14,96,204,26,1
2021-09-30T10:35:47.776Z,36,130,236,84,1
2021-09-30T10:35:48.284Z,58,166,314,26,1
2021-09-30T10:35:48.899Z,584,176,200,54,1
2021-09-30T10:35:49.321Z,740,204,230,336,1
2021-09-30T10:35:50.431Z,744,164,342,412,1
2021-09-30T10:35:51.458Z,836,228,302,392,1
2021-09-30T10:35:52.068Z,638,120,232,414,1
2021-09-30T10:35:53.092Z,284,198,204,664,1
2021-09-30T10:35:53.605Z,508,160,260,1024,1
2021-09-30T10:35:54.118Z,516,150,208,566,1
2021-09-30T10:35:54.727Z,480,150,168,116,1
2021-09-30T10:35:55.141Z,256,196,230,954,1
2021-09-30T10:35:56.163Z,930,164,324,1024,1
2021-09-30T10:35:56.778Z,952,148,292,152,1
2021-09-30T10:35:57.187Z,466,164,90,222,1
2021-09-30T10:35:57.803Z,782,170,80,572,1
2021-09-30T10:35:58.412Z,728,104,78,350,1
2021-09-30T10:35:59.435Z,166,130,46,56,1
2021-09-30T10:35:59.846Z,148,116,54,34,1
2021-09-30T10:36:00.460Z,46,92,56,28,1
2021-09-30T10:36:01.074Z,400,100,50,30,1
2021-09-30T10:36:02.095Z,142,102,38,26,1
2021-09-30T10:36:03.119Z,24,98,42,30,1
2021-09-30T10:36:04.245Z,22,88,50,24,1
2021-09-30T10:36:04.762Z,92,106,54,26,1
2021-09-30T10:36:05.371Z,82,84,44,28,1
2021-09-30T10:36:05.780Z,68,82,42,26,1
2021-09-30T10:36:06.393Z,104,84,36,28,1
2021-09-30T10:36:06.806Z,136,86,48,32,1
2021-09-30T10:36:07.418Z,128,84,218,28,1
2021-09-30T10:36:08.443Z,114,86,254,28,1
2021-09-30T10:36:09.055Z,120,84,162,28,1
2021-09-30T10:36:10.082Z,770,106,252,152,1
2021-09-30T10:36:11.104Z,570,162,350,826,1
2021-09-30T10:36:12.129Z,202,232,322,606,1
2021-09-30T10:36:12.742Z,520,132,196,688,1
2021-09-30T10:36:13.153Z,396,114,310,390,1
2021-09-30T10:36:14.174Z,398,212,180,564,1
2021-09-30T10:36:14.786Z,342,164,120,1024,1
2021-09-30T10:36:15.401Z,802,170,172,624,1
2021-09-30T10:36:15.813Z,134,156,306,1024,1
2021-09-30T10:36:16.422Z,222,210,244,170,1
2021-09-30T10:36:16.833Z,638,146,142,146,1
2021-09-30T10:36:17.446Z,1024,212,312,626,1
2021-09-30T10:36:18.061Z,350,164,274,480,1
2021-09-30T10:36:19.089Z,346,162,222,364,1
2021-09-30T10:36:20.108Z,672,216,96,834,1
2021-09-30T10:36:21.134Z,76,192,52,376,1
2021-09-30T10:36:22.154Z,16,162,52,1024,1
2021-09-30T10:36:23.178Z,36,124,64,54,1
2021-09-30T10:40:39.219Z,36,110,64,30,1
2021-09-30T10:40:40.236Z,10,110,46,28,1
2021-09-30T10:40:41.261Z,10,82,42,30,1
2021-09-30T10:40:42.386Z,14,82,42,30,1
2021-09-30T10:40:43.001Z,4,80,44,28,1
2021-09-30T10:40:43.512Z,16,104,46,28,1
2021-09-30T10:40:57.122Z,16,82,46,28,1
2021-09-30T10:40:58.248Z,10,82,54,38,1
2021-09-30T10:40:59.277Z,12,84,54,40,1
2021-09-30T10:41:00.297Z,16,82,48,40,1
2021-09-30T10:41:01.216Z,10,82,46,30,1
2021-09-30T10:41:16.363Z,12,82,52,30,1
2021-09-30T10:41:17.387Z,18,82,44,32,1
2021-09-30T10:41:18.305Z,276,86,166,32,1
2021-09-30T10:41:19.535Z,384,130,202,34,1
2021-09-30T10:41:20.560Z,456,224,194,50,1
2021-09-30T10:41:21.580Z,388,146,174,832,1
2021-09-30T10:41:22.094Z,324,160,218,232,1
2021-09-30T10:41:23.221Z,600,146,208,494,1
2021-09-30T10:41:24.245Z,244,160,212,328,1
2021-09-30T10:41:25.267Z,506,176,246,218,1
2021-09-30T10:41:26.288Z,284,182,198,794,1
2021-09-30T10:41:27.415Z,570,214,250,404,1
2021-09-30T10:41:28.447Z,234,164,234,714,1
2021-09-30T10:41:29.464Z,246,216,68,372,1
2021-09-30T10:41:30.592Z,148,148,64,594,1
2021-09-30T10:41:31.098Z,22,100,78,358,1
2021-09-30T10:41:32.137Z,44,106,74,70,1
2021-09-30T10:41:33.143Z,58,98,66,36,1
2021-09-30T10:41:34.271Z,22,90,54,28,1
2021-09-30T10:41:35.293Z,24,76,46,32,1
2021-09-30T10:41:36.324Z,20,84,42,20,1
2021-09-30T10:41:37.341Z,18,90,42,26,1
2021-09-30T10:41:38.370Z,22,88,28,30,1
2021-09-30T10:41:39.390Z,900,86,162,22,1
2021-09-30T10:41:40.010Z,478,160,232,28,1
2021-09-30T10:41:40.409Z,408,144,192,30,1
2021-09-30T10:41:41.024Z,354,230,300,30,1
2021-09-30T10:41:41.637Z,266,218,296,526,1
2021-09-30T10:41:42.047Z,512,164,226,546,1
2021-09-30T10:41:42.661Z,714,144,210,882,1
2021-09-30T10:41:43.071Z,248,166,296,432,1
2021-09-30T10:41:44.299Z,962,134,230,808,1
2021-09-30T10:41:45.324Z,280,236,286,408,1
2021-09-30T10:41:46.347Z,620,214,322,434,1
2021-09-30T10:41:47.474Z,234,218,222,772,1
2021-09-30T10:41:48.499Z,428,234,236,260,1
2021-09-30T10:41:49.518Z,224,178,224,482,1
2021-09-30T10:41:50.131Z,594,182,126,184,1
2021-09-30T10:41:51.156Z,90,134,80,34,1
2021-09-30T10:41:52.182Z,106,102,62,28,1
2021-09-30T10:41:53.204Z,40,92,70,48,1
2021-09-30T10:41:54.230Z,14,88,54,14,1
2021-09-30T10:41:55.246Z,14,102,52,30,1
2021-09-30T10:41:56.476Z,16,88,52,24,1
2021-09-30T10:41:57.500Z,18,94,44,26,1
2021-09-30T10:41:58.121Z,16,100,48,30,1
2021-09-30T10:41:59.040Z,16,88,42,24,1
2021-09-30T10:41:59.652Z,14,94,52,30,1
2021-09-30T10:42:00.273Z,48,104,80,32,1
2021-09-30T10:42:01.286Z,332,208,360,786,1
2021-09-30T10:42:02.317Z,682,178,176,134,1
2021-09-30T10:42:03.334Z,382,176,310,904,1
2021-09-30T10:42:04.357Z,390,252,276,496,1
2021-09-30T10:42:05.398Z,756,148,250,1024,1
2021-09-30T10:42:06.006Z,624,194,236,546,1
2021-09-30T10:42:06.402Z,416,262,234,588,1
2021-09-30T10:42:07.018Z,406,198,160,414,1
2021-09-30T10:42:08.041Z,300,216,216,340,1
2021-09-30T10:42:09.063Z,748,242,324,772,1
2021-09-30T10:42:10.291Z,324,172,340,134,1
2021-09-30T10:42:11.314Z,422,126,294,48,1
2021-09-30T10:42:12.349Z,146,108,54,34,1
2021-09-30T10:42:13.363Z,76,92,62,28,1
2021-09-30T10:42:14.386Z,36,98,50,26,1
2021-09-30T10:42:15.408Z,20,96,46,38,1
2021-09-30T10:42:16.548Z,16,90,46,30,1
2021-09-30T10:42:17.148Z,24,86,44,28,1
2021-09-30T10:42:18.068Z,18,110,44,28,1
2021-09-30T10:42:19.095Z,18,84,42,28,1
2021-09-30T10:42:20.226Z,14,90,48,28,1
2021-09-30T10:42:21.244Z,86,88,52,936,1
2021-09-30T10:42:22.367Z,334,108,294,308,1
2021-09-30T10:42:23.492Z,868,182,220,704,1
2021-09-30T10:42:24.516Z,602,188,290,1024,1
2021-09-30T10:42:25.032Z,808,254,184,314,1
2021-09-30T10:42:25.654Z,846,160,262,246,1
2021-09-30T10:42:26.052Z,734,128,338,842,1
2021-09-30T10:42:27.111Z,970,182,232,112,1
2021-09-30T10:42:28.202Z,558,192,238,826,1
2021-09-30T10:42:29.226Z,808,192,308,494,1
2021-09-30T10:42:30.247Z,556,214,238,936,1
2021-09-30T10:42:30.863Z,1024,126,282,1006,1
2021-09-30T10:42:31.374Z,310,186,266,686,1
2021-09-30T10:42:32.505Z,862,216,218,122,1
2021-09-30T10:42:33.523Z,82,150,56,84,1
2021-09-30T10:42:34.033Z,26,140,66,90,1
